totalScore,text,title
4.8,"My mother admitted under Dr Deepak Kumar parida on 2/8/2024.Special thanks to our doctor.He cares a lot.
Nursing service is excellent.special thanks to Nursing team leader Lilima madam,Bhagyashree,Itishree,Debasmita,pujarini,Rajasree,They care like home.

House keeping service is excellent.Specisl thanks to MsRenu, suchitra,santoshini,barsa.whenever call response is good

Floor manager Mr.Hadsn,Punyataya madam is excellent service.
Dresser Mithun,Gyana is excellent in dressing.
Food service Mr.Bhola is excellent.","Manipal Hospitals, Bhubaneswar"
4.8,"All the sisters are very good, they take very good care of you, I am very happy with all the staff...Kidney donet is not a scary thing, everybody is scared of it, people in need should be helped..After all everything is good  all nursing stafs are exllent Sarita, subha Laxmi,bharti,monali,Sunita, susmita, aishwarya,sunil","Manipal Hospitals, Bhubaneswar"
4.8,"I was admitted in bed no 5038 .dr anada sir was well treated and well behaviour..I get excellent service ...all nursing staff are good and well behaviour... special thanks to seniors sister mamata ,sister sradha , sister sangita sister jharana , brother tamal ...and dresser Mithun was nicely treat ....thanks to manipal hospital and housekeeping staff also well specially jogendra bhai...","Manipal Hospitals, Bhubaneswar"
4.8,"Bed no 5048 5th floor,
The service of nursing staff is outstanding heads off them
1. Siste Mamta
2. Sister Sharadha
3. Rakhi pal
4. Brother Debasish
5. Sangita
Thank you for bottom of my heart ❤️","Manipal Hospitals, Bhubaneswar"
4.5,"My father was admitted in the hospital, with a fractured ankle, they took really good care of him, the doctors and hospital staff are caring and well behaved. Hygiene is something that I feel they need to work on a little bit more.",Health Village Hospital
4.5,Good service,Health Village Hospital
4.5,"I'm not visit their but i call the hospital today  for enquiry about full body health cheekup but receptionist  don't know what is full body cheekup up& any update of his  hospital page on google site, and receptionist talk to me very roughl and his behavior so bad.",Health Village Hospital
4.5,"Waiting for consultation for more than 1 hour of schedule, not managed properly.",Health Village Hospital
4.5,"WARNING
I want to tell everyone that pls don't ever go to this Hospital and never trust it's lab reports .
I went there to meet dr smita sarangi and she suggested me to do a serum prolactin test which i did in this hospital..In my report the prolactin is so high that is 186.5 .The normal range is between 2.8 to 29..i took my report to doctor and she is shocked to see my report that is too much high and suggested me to do a brain MRI  because she suspect a small tumour in my brain.That day was so heavy for me ..i was literally crying whole day and panic severely..i do my MRl on sameday but my report was completely normal.then i test for serum prolactin once more in a different lab and the report came completely different that is 10.5 which is completely normal.so i want to give this hospital minus star. Pls Be careful before going there.",Health Village Hospital
4.5,Very nice all staffs r caring,Health Village Hospital
4.5,Service is good..,Health Village Hospital
4.5,Overall experience is good.However the Docter who operated should give minimum time to the patient in the next day to hear and to give a solution.,Health Village Hospital
4.5,"This hospital is very good treatment ..Dr visit time to time.Recieption staff , nurse & all staff r so friendly..",Health Village Hospital
4.5,"To be ungrateful ,I specifically thankful to Dr. M Manoj the doctor of Orthopaedic dept.who helps us a lot .. Really he is a great person ...Thank you sir for helping us.....Nd Many many thank you to Dr.S R Patra by whom the surgery was conducted successfully ...This is the best hospital that I recommend you.The maintenance, cleanliness, good behaviour of all the nurses nd staffs is stupendous ...So must visit if you have any health related issues.. especially for surgery",Health Village Hospital
4.6,Everything is good.,Vivekanand Hospital Bhubaneswar
4.6,All staffs are cooperative.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital .,Vivekanand Hospital Bhubaneswar
4.6,Good services,Vivekanand Hospital Bhubaneswar
4.6,Overall great about all facilities.,Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,"The response of  staff management was not good  ,rude behaviour of the staff like the discharge  person and  admission counter especially",Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Very good,Vivekanand Hospital Bhubaneswar
4.6,excellent,Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,Good treatment,Vivekanand Hospital Bhubaneswar
4.6,All are good.,Vivekanand Hospital Bhubaneswar
4.6,Very good,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,"Treatment  is good,I am satisfied.",Vivekanand Hospital Bhubaneswar
4.6,Good treatment,Vivekanand Hospital Bhubaneswar
4.6,All treatments are very good.,Vivekanand Hospital Bhubaneswar
3.7,Crime hospital all doctor,SUM Hospital
3.7,"Worst hospital I have ever seen. Doctors and nurses are good but that's the only good thing over here. A person who is about to die in front of an emergency department is being inspected first whether they are emergency worthy or OPD while also being scolded at for parking near emergency for urgency (not even in the front it was, they are the only intelligent beings out there, rest of us are stupid or what). Man I would love to slap the hell out of such staffs. Moreover if you want to get the services as quickly as possible due to medical urgency, the only way out is either you have to be rich or have political connections . Till then your life would be hanging by a thread. It's a proper business institution. Had the worst experience at sum..thanks to its management, security and other staffs. Thank you sum for the anger and frustration you gave.",SUM Hospital
3.7,It's okay all type of treatment facilities available here but it's some how expensive,SUM Hospital
3.7,Very nice,SUM Hospital
3.7,Not bad,SUM Hospital
3.7,Very good hospital,SUM Hospital
3.7,"I have been sitting from last 6hrs still  my tests aren't carried out.. The only word they say wait wait and wait.. I'm with empty stomach waiting here from morning 11am.
The only thing that matters is money. Go and deposit the fees..",SUM Hospital
3.7,Good,SUM Hospital
3.7,Very good management especially medical superdent down to earth person,SUM Hospital
3.7,Very bad hospital and also doctors and staffs.,SUM Hospital
3.7,All people can afford that hospital,SUM Hospital
4.7,"Service is good, Nursing staff is good",Apollo Hospitals
4.7,"Hats up to Dr Prabin Prakash Pahi and Team and PICU dept nursing staffs (Joshna, Sushree, Chumki and all staffs of Apollo Hospitals doing fantabulous job.",Apollo Hospitals
4.7,"Well satisfied with the service provided by Apollo.
Thanks to sister Nivedita,sudesna,Susmita,bishnu and all.
Bed no.523",Apollo Hospitals
4.7,All the services were very good and helpfull,Apollo Hospitals
4.7,Everything is excellent,Apollo Hospitals
4.7,I am satisfied,Apollo Hospitals
4.7,Very good 10,Apollo Hospitals
4.7,Happy to visit Apollo hospital bbsr,Apollo Hospitals
4.7,Overall experience is good,Apollo Hospitals
4.7,Best doctors service as well as nursing services are excellent.,Apollo Hospitals
4.7,Very good service n hospitality,Apollo Hospitals
4.7,Apollo hospital all services excellent,Apollo Hospitals
4.7,My patient admitted in oncology department here . Behaviour and work experience of every staff here is very good. I am very much satisfied. They behave like own .,Apollo Hospitals
4.7,"Had a good experience in apollo Bhubaneswar. I was admitted in 403 (Suite room), all the staffs were kind and the nurses were always available for help.",Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,"Room no-419. Exclent Nursing Services. Especially services provided by Sister Sushila and Swapna Rani Gochhayat , both are very sincere, attentive and well Nursing hand . Doctors visit regularly and well conversations with patient. House keeping and others are upto satisfactory. Overal treatment and other services are very satisfactory.",Apollo Hospitals
4.7,Bed -275 . Apollo hospital bbsr .Thank you all nursing staffs . Thank you sister chinu,Apollo Hospitals
4.7,"447A
Very good services provided by nursing staffs and all services
Special thanks to Sister Puja",Apollo Hospitals
4.7,"Bed no 311
My wife admitted on 16/8/24 for delivery
Our experience was good in apollo hospital
Thanks apollo
Bed no-cr-1 from nicu
Nicu department are very good department.Dr Smruti is very kind  in patient relatives.
Specially all nicu staff are good
Thanks to Sr Rasmi,manashi,Dharitri,Subha,Sasmita,",Apollo Hospitals
4.7,"Bed No 444B
Awme experience. All the sisters takes care very well and also very supportive,housekeeping, doctor's are very well behaved . Overall all the services of Apollo Hospital are very good and I am happy for their service. nursing staff of in patient service is excellent tq you to all sister specially jyostna, rajashree, lija, swagatika, sushree, pankajani and nitushree . The maintenance, cleaning staff   tq you to all

Overall, a very satisfying experience

Thanks Apollo hospital for giving a good treatment to me",Apollo Hospitals
4.8,"I had an emergency admission at Manipal hospital Bhubaneswar in recent past ,They had charged me near about Rupees 3 Lakhs for my fracture in my right hand ,though operation cost was  on higher side but Dr was good and operation was done smoothly.
But am very sorry to say certain things are not upto the mark as Irregular staff response and very casual in attending bed services by some of the nursing staff . which was very much impressive in case of earlier management(AMRI).As had seen  last year while my father was got admitted.
Secondly I didn't like in Manipal then previous Amri is after operation in my next first visit i,e my first visit/ consultation after operation around after 14 days as per discharge summary they had charged me doctor consultation of Rs.800/- and for stitch removal Rs.400/- which shouldn't be charged at least , after taking three lakhs for operation.Top Management should eye upon it.If these little things are not considered it might lost its reputation at Bhubaneswar.
Also I found there were some inexperienced staff in nursing dept during my stay  *while some of them are very good and polite in nature*,
Thirdly the third party engaged over their for providing patient uniform should be improvised during my stay I found dirty dresses twice though they had changed immediately after complaining and concerned dept in charge had assured to check the same and not to occur henceforth .
One dept which was good as before is housekeeping as most of the  old staffs are still continuing.
They have hiked all double & single room accommodation charges from last year by 10 to 15 percent .Above all it is costlier then other nearby reputed hospital at Bhubaneswar.I think it might be the effect of brand/management change.May take some more time to be at par with last AMRI management.

Aside (Owner Manipal Hospital)
I have explained my concern in detail please go through it once again hope you will understand.","Manipal Hospitals, Bhubaneswar"
4.8,Moderate health service with a higher price. Good for insured public.,"Manipal Hospitals, Bhubaneswar"
